-6.301657884592156700e-01,-2.516502444089610546e-01,2.479682910383914085e-01,2.069958120118902886e-02,2.681598337691669040e-02,-5.635987755982988512e-01,7.281088866376710621e-03,-9.863665487299274476e-03,7.000000000000000666e-02,-7.000000000000000666e-02,3.422537555876883214e-02,-4.588458398784470843e-02,0.000000000000000000e+00
-6.321023709515605216e-01,-2.532394802278397083e-01,2.459349081625593902e-01,4.047794348582163526e-02,5.172804220863780333e-02,-6.035987755982988867e-01,1.191461996141285340e-02,-1.903325633262192840e-02,1.400000000000000133e-01,-1.400000000000000133e-01,6.932649299823603894e-02,-8.799742363866880357e-02,0.000000000000000000e+00
-6.341273431881121470e-01,-2.547756555008908186e-01,2.439049937222317888e-01,5.928546021269306965e-02,7.497376035291977714e-02,-6.435987755982989222e-01,1.426642510388636924e-02,-2.745195647276398032e-02,2.100000000000000200e-01,-2.100000000000000200e-01,1.049246223776935244e-01,-1.267475628004858523e-01,0.000000000000000000e+00
-6.362378543593237845e-01,-2.562656751805670874e-01,2.418820600103897267e-01,7.711434751745668836e-02,9.675742816873222907e-02,-6.807269224733565327e-01,1.464242913186084710e-02,-3.510244963808657748e-02,2.800000000000000266e-01,-2.800000000000000266e-01,1.407476998362687248e-01,-1.624994915805267059e-01,0.000000000000000000e+00
-6.384290708919309054e-01,-2.577158042022617002e-01,2.398682428636676189e-01,9.403772794143946956e-02,1.172976322105177271e-01,-7.148008015796709635e-01,1.336376665985994708e-02,-4.204668860263836849e-02,3.500000000000000333e-01,-3.500000000000000333e-01,1.766114957858143097e-01,-1.955941491001400578e-01,0.000000000000000000e+00
-6.406960859202739389e-01,-2.591312315340884020e-01,2.378648842418892850e-01,1.101375323102541798e-01,1.367664063122076279e-01,-7.462424749872220708e-01,1.068483941733314353e-02,-4.835622092658464072e-02,4.200000000000000400e-01,-4.200000000000000400e-01,2.123889680361227827e-01,-2.263176632993420534e-01,0.000000000000000000e+00
-6.430344762053239460e-01,-2.605162332449184048e-01,2.358729107550506521e-01,1.254857389017495495e-01,1.552945270200255523e-01,-7.753767531526121193e-01,6.803499461264435680e-03,-5.409342766061826790e-02,4.900000000000000466e-01,-4.900000000000000466e-01,2.479862805783646929e-01,-2.549072762523215130e-01,0.000000000000000000e+00
-6.454402443826791069e-01,-2.618744055991257258e-01,2.338929725235159296e-01,1.401462142880884054e-01,1.729838218871738165e-01,-8.024605110570652844e-01,1.877715093898673845e-03,-5.931336487571971239e-02,5.600000000000000533e-01,-5.600000000000000533e-01,2.833324053937364417e-01,-2.815636147395398359e-01,0.000000000000000000e+00
-6.478758134587538908e-01,-2.631904653594598908e-01,2.319280702109074443e-01,1.541757703001577495e-01,1.899152591148179081e-01,-8.277017670477800904e-01,-3.963298699779802328e-03,-6.406475814354981035e-02,6.300000000000001155e-01,-6.288986336704236457e-01,3.183722654370625404e-01,-3.064586751633700534e-01,0.000000000000000000e+00
-6.502781664013483898e-01,-2.644347416463784795e-01,2.299827650241638988e-01,1.676243984417835342e-01,2.061569849502773999e-01,-8.512759428079231805e-01,-1.061076455369057252e-02,-6.839044710121695847e-02,7.000000000000001776e-01,-6.947606480015949826e-01,3.530634882650094397e-01,-3.297426554751080041e-01,0.000000000000000000e+00
