-6.301657884592156700e-01,-2.515582707733912127e-01,2.479013384022074884e-01,2.069958120118902539e-02,4.895796109513914432e-03,-5.235987755982988157e-01,-2.019026107689786756e-02,-9.863665487299276211e-03,7.000000000000000666e-02,-7.000000000000000666e-02,3.901535749817840876e-02,-4.109460204843507630e-02,0.000000000000000000e+00
-6.321116035196944205e-01,-2.530719793594955469e-01,2.458171588468686108e-01,4.023081946180484536e-02,9.847552084708837902e-03,-5.235987755982988157e-01,-4.029735459935789021e-02,-1.879973477249554173e-02,1.400000000000000133e-01,-1.400000000000000133e-01,7.779681485153182308e-02,-7.922777220798121744e-02,0.000000000000000000e+00
-6.341489357092930934e-01,-2.545462383783800853e-01,2.437477061806178902e-01,5.870571988425399290e-02,1.484663636680320226e-02,-5.235987755982988157e-01,-6.030340833636975428e-02,-2.690586355856595946e-02,2.100000000000000200e-01,-2.100000000000000200e-01,1.162829399529124730e-01,-1.146891929596090681e-01,0.000000000000000000e+00
-6.362714676526668445e-01,-2.559854787957646094e-01,2.416930912127878694e-01,7.622404336615712372e-02,1.988459650385434457e-02,-5.235987755982988157e-01,-8.019366641314842892e-02,-3.426900562383856930e-02,2.800000000000000266e-01,-2.800000000000000266e-01,1.544266047361370353e-01,-1.477308083280555184e-01,0.000000000000000000e+00
-6.384737266744904272e-01,-2.573935159899872760e-01,2.396533948033800487e-01,9.287096691919818903e-02,2.495336099502363028e-02,-5.235987755982988157e-01,-9.995271195532390296e-02,-4.096250815863509975e-02,3.500000000000000333e-01,-3.500000000000000333e-01,1.921882427860118758e-01,-1.785696146232683135e-01,0.000000000000000000e+00
-6.407507390555410298e-01,-2.587737015757443082e-01,2.376286119492355686e-01,1.087237637164356341e-01,3.004505278977712482e-02,-5.235987755982988157e-01,-1.195684224304241899e-01,-4.705311756686565705e-02,4.200000000000000400e-01,-4.200000000000000400e-01,2.295377568935961787e-01,-2.073969622668840329e-01,0.000000000000000000e+00
-6.430980991156707294e-01,-2.601289667782737958e-01,2.356187147186754594e-01,1.238503655760881672e-01,3.515212934535484612e-02,-5.235987755982988157e-01,-1.390295177175304986e-01,-5.259915757790750018e-02,4.900000000000000466e-01,-4.900000000000000466e-01,2.664503945135009433e-01,-2.343804405922444989e-01,0.000000000000000000e+00
-6.455118728613999934e-01,-2.614618925692717699e-01,2.336236561084764907e-01,1.383111276496684361e-01,4.026736166962474606e-02,-5.235987755982988157e-01,-1.583258923860507705e-01,-5.765223568494960010e-02,5.600000000000000533e-01,-5.600000000000000533e-01,3.029058708022668300e-01,-2.596678786524665439e-01,0.000000000000000000e+00
-6.479135904491781783e-01,-2.627342711217379723e-01,2.316489716513606689e-01,1.521598225562972584e-01,4.538383648396050740e-02,-5.235987755982988157e-01,-1.774484873909806526e-01,-6.225813856325312229e-02,6.300000000000001155e-01,-6.275700380236460818e-01,3.388873245155717417e-01,-2.833902506432587898e-01,0.000000000000000000e+00
-6.502869099130229591e-01,-2.639409469476544090e-01,2.296952104975057141e-01,1.654430278168747825e-01,5.049712034373791264e-02,-5.235987755982988157e-01,-1.963914430236184117e-01,-6.645674160652521867e-02,7.000000000000001776e-01,-6.922878718477252225e-01,3.743836887103185740e-01,-3.056662050237273220e-01,0.000000000000000000e+00
-6.526342490895270521e-01,-2.650865014574290690e-01,2.277615228344816722e-01,1.782021738114234477e-01,5.560351324910752652e-02,-5.235987755982988157e-01,-2.151501602290463167e-01,-7.028348210285335906e-02,7.700000000000002398e-01,-7.543298889425201770e-01,4.093865170207670046e-01,-3.266021868224678881e-01,0.000000000000000000e+00
-6.549577715481387230e-01,-2.661750422384438486e-01,2.258471405729006454e-01,1.904745234436728551e-01,6.069950162846188269e-02,-5.235987755982988157e-01,-2.337206543154000671e-01,-7.377012253604897651e-02,8.400000000000003020e-01,-8.138545755833493933e-01,4.438887231735832994e-01,-3.462936233891725779e-01,0.000000000000000000e+00
-6.572594219158510720e-01,-2.672102647540725018e-01,2.239513691114666805e-01,2.022936743405729099e-01,6.578175457755369715e-02,-5.235987755982988157e-01,-2.520994917212495690e-01,-7.694519893912581121e-02,9.100000000000003642e-01,-8.710047837946033322e-01,4.778842332382010616e-01,-3.648263938247160998e-01,0.000000000000000000e+00
