-6.283185307179586232e-01,-2.519543859638724848e-01,2.473100184937032930e-01,4.000000000000000083e-02,1.797193330614113571e-02,-5.235987755982988157e-01,-4.000000000000000083e-02,-3.620839229514925123e-02,7.000000000000000666e-02,-7.000000000000000666e-02,7.000000000000000666e-02,-7.000000000000000666e-02,0.000000000000000000e+00
-6.283185307179586232e-01,-2.539087719277449695e-01,2.446200369874065861e-01,8.000000000000000167e-02,3.637882125798464622e-02,-5.235987755982988157e-01,-8.000000000000000167e-02,-6.482562998767209261e-02,1.400000000000000133e-01,-1.400000000000000133e-01,1.400000000000000133e-01,-1.400000000000000133e-01,0.000000000000000000e+00
-6.283185307179586232e-01,-2.558631578916174543e-01,2.419300554811098791e-01,1.199999999999999956e-01,5.508395857993016176e-02,-5.235987755982988157e-01,-1.199999999999999956e-01,-8.712826902693303344e-02,2.100000000000000200e-01,-2.100000000000000200e-01,2.100000000000000200e-01,-2.100000000000000200e-01,0.000000000000000000e+00
-6.283185307179586232e-01,-2.578175438554899390e-01,2.392400739748131722e-01,1.600000000000000033e-01,7.396393147094364184e-02,-5.235987755982988157e-01,-1.600000000000000033e-01,-1.041547203004959399e-01,2.800000000000000266e-01,-2.800000000000000266e-01,2.800000000000000266e-01,-2.800000000000000266e-01,0.000000000000000000e+00
-6.283185307179586232e-01,-2.597719298193624238e-01,2.365500924685164652e-01,2.000000000000000111e-01,9.290788866144877867e-02,-5.235987755982988157e-01,-2.000000000000000111e-01,-1.167543479285896857e-01,3.500000000000000333e-01,-3.500000000000000333e-01,3.500000000000000333e-01,-3.500000000000000333e-01,0.000000000000000000e+00
-6.283237144778516248e-01,-2.617235350895240620e-01,2.338605575432546602e-01,2.400000000000000189e-01,1.118164059612538758e-01,-5.235987755982988157e-01,-2.400000000000000189e-01,-1.256321457717083367e-01,4.200000000000000400e-01,-4.200000000000000400e-01,4.200000000000000400e-01,-4.198319370476786827e-01,0.000000000000000000e+00
-6.286731947249210029e-01,-2.634904600561922550e-01,2.312006606271367615e-01,2.762635597261985931e-01,1.306012719961298363e-01,-5.235987755982988157e-01,-2.800000000000000266e-01,-1.313762551888125463e-01,4.900000000000000466e-01,-4.900000000000000466e-01,4.900000000000000466e-01,-4.785014195637466994e-01,0.000000000000000000e+00
-6.293099439982693388e-01,-2.651041956530848509e-01,2.285659992981171063e-01,3.083224243162464573e-01,1.491655403366595745e-01,-5.235987755982988157e-01,-3.200000000000000067e-01,-1.346455077904491482e-01,5.600000000000000533e-01,-5.600000000000000533e-01,5.600000000000000533e-01,-5.278573378593998111e-01,0.000000000000000000e+00
-6.301835739349395116e-01,-2.665925047068102849e-01,2.259525516028450531e-01,3.368881584195446699e-01,1.674166996828788112e-01,-5.235987755982988157e-01,-3.599999999999999867e-01,-1.360004566138079407e-01,6.300000000000001155e-01,-6.300000000000001155e-01,6.300000000000001155e-01,-5.695333357020941900e-01,0.000000000000000000e+00
-6.312554303409775303e-01,-2.679767149969141116e-01,2.233571807204716431e-01,3.625244540559680040e-01,1.852794092912723456e-01,-5.235987755982988157e-01,-3.999999999999999667e-01,-1.358766039099628675e-01,7.000000000000001776e-01,-7.000000000000001776e-01,7.000000000000001776e-01,-6.047826227484401906e-01,0.000000000000000000e+00
