-5.690995927003987820e-01,1.011233873633068159e+00,3.285698030412816939e-01,1.662554727863660708e-01,-2.129235812617131032e-02,-1.476805832888094805e-01
-5.537545775468711851e-01,9.854836245236151537e-01,3.335081063285406100e-01,1.665873859865613371e-01,-2.511683041374390343e-02,-1.456715788434671255e-01
-5.333722307476216340e-01,9.623062818296684862e-01,3.330488132354199604e-01,1.669230026645042442e-01,-2.941277925410878610e-02,-1.434376150902973990e-01
-5.089053553204980762e-01,9.411323022099852276e-01,3.281362364188637470e-01,1.671971656490379432e-01,-3.407258497225890831e-02,-1.409887129552745699e-01
-4.811027416375684984e-01,9.214593097482808304e-01,3.195477678562188006e-01,1.673527718418376109e-01,-3.901108710533935514e-02,-1.383381591839136227e-01
-4.505570721831774206e-01,9.028465864555271780e-01,3.079299280161679198e-01,1.673405118168704575e-01,-4.416058847438555923e-02,-1.355016560199542308e-01
-4.177501627672286499e-01,8.849135414086606310e-01,2.938325034512457856e-01,1.671181752747686045e-01,-4.946564766041032513e-02,-1.324977961330680576e-01
-3.868579104752908338e-01,8.668812973380156661e-01,2.795275063999708154e-01,1.666697181250494098e-01,-5.405970989302918972e-02,-1.292166865572961787e-01
-3.586933257719074342e-01,8.484442154166589312e-01,2.656225440335737709e-01,1.659794537087471988e-01,-5.782648523170740712e-02,-1.256512851660597507e-01
-3.329035988680517644e-01,8.294822801182049066e-01,2.521429309992892498e-01,1.650147204330721096e-01,-6.089942745223405479e-02,-1.218717912602244047e-01
-3.091994383355106124e-01,8.099107648552350547e-01,2.391105857190632955e-01,1.637539824541696665e-01,-6.338509846801734793e-02,-1.179349940038738748e-01
-2.873417273928441928e-01,7.896709382256626997e-01,2.265426220739336083e-01,1.621837858779017205e-01,-6.536911697769308416e-02,-1.138873087758849462e-01
-2.671311850068012195e-01,7.687234788902714833e-01,2.144510131530684427e-01,1.602966649163110879e-01,-6.692073943427115368e-02,-1.097669560688712687e-01
-2.484003450375988076e-01,7.470437293261084077e-01,2.028427993082464742e-01,1.580896605032320323e-01,-6.809638693673418508e-02,-1.056055626249259166e-01
-2.310073120747637432e-01,7.246182182324800714e-01,1.917205513370472403e-01,1.555632435495492016e-01,-6.894236588285387879e-02,-1.014293650325712448e-01
-2.148308778737208213e-01,7.014420723065313279e-01,1.810829313044394206e-01,1.527205122956060146e-01,-6.949697308995463063e-02,-9.726013419431496498e-02
-1.997666819595351195e-01,6.775170613808618736e-01,1.709252669118182799e-01,1.495665801257262117e-01,-6.979213047775824352e-02,-9.311589992175541008e-02
-1.857241765200257078e-01,6.528501015862608892e-01,1.612400964477353482e-01,1.461080991891035297e-01,-6.985465929588545453e-02,-8.901152965098607650e-02
-1.726242136071626521e-01,6.274520947232866686e-01,1.520176643726330323e-01,1.423528833796659232e-01,-6.970727728052220074e-02,-8.495919867532905623e-02
