-5.690995927003987820e-01,1.011233873633068159e+00,3.285698030412816939e-01,1.662554727863660708e-01,-2.129235812617131032e-02,-1.476805832888094805e-01
-5.616855562224750686e-01,9.990529149406636167e-01,3.244151126441233712e-01,1.653406338254212182e-01,-2.117400992308682631e-02,-1.471103202920664432e-01
-5.545110458212703097e-01,9.869968116199079322e-01,3.203888338884257059e-01,1.644539644558161984e-01,-2.095212998345144517e-02,-1.464591752559923632e-01
-5.475653772781886586e-01,9.750654481278604457e-01,3.164835247351897030e-01,1.635919426919030806e-01,-2.063412084970445842e-02,-1.457318310441345632e-01
-5.408384954071807638e-01,9.632586318248905766e-01,3.126923066784743632e-01,1.627513545006704088e-01,-2.022688190130220859e-02,-1.449326204634232562e-01
-5.342415050531721388e-01,9.515857437492049042e-01,3.089661684425104582e-01,1.619047455451700368e-01,-1.978978186276351622e-02,-1.441179106785418496e-01
-5.277703071174116856e-01,9.400456588626526777e-01,3.053029247330927842e-01,1.610523623557953421e-01,-1.932492689131365057e-02,-1.432883457774442593e-01
-5.213805104776627619e-01,9.286420775191218668e-01,3.016794379811916227e-01,1.601985922122376726e-01,-1.887301219226253032e-02,-1.424416076949280574e-01
-5.150708262867967901e-01,9.173734907984497644e-01,2.980955851457546268e-01,1.593434022587996157e-01,-1.843362594585027867e-02,-1.415785387363054371e-01
-5.088400111154957051e-01,9.062384088352095635e-01,2.945512132303282904e-01,1.584867674035849994e-01,-1.800637104400803351e-02,-1.406999741815992411e-01
-5.026868632945399318e-01,8.952353594915344326e-01,2.910461426874677016e-01,1.576286715158389251e-01,-1.759086442038095000e-02,-1.398067405072770941e-01
-4.966102196382047862e-01,8.843628872156018561e-01,2.875801704626331778e-01,1.567691083056841905e-01,-1.718673641169506452e-02,-1.388996538219460231e-01
-4.906089525079530000e-01,8.736195520613668775e-01,2.841530727159380931e-01,1.559080819391218120e-01,-1.679363015303590723e-02,-1.379795184933927110e-01
-4.846819671794440065e-01,8.630039288482630466e-01,2.807646072565591622e-01,1.550456074325402278e-01,-1.641120100788270517e-02,-1.370471259474677628e-01
-4.788281994795876018e-01,8.525146064423521075e-01,2.774145157211750923e-01,1.541817108638448286e-01,-1.603911603257186791e-02,-1.361032536218632905e-01
-4.730466136638580843e-01,8.421501871428266339e-01,2.741025255245269077e-01,1.533164294314094955e-01,-1.567705347409502001e-02,-1.351486640599291189e-01
-4.673362005073071757e-01,8.319092861598910149e-01,2.708283516071637864e-01,1.524498113871477767e-01,-1.532470229965759989e-02,-1.341841041314094929e-01
-4.616959755856622771e-01,8.217905311718839423e-01,2.675916980026760150e-01,1.515819158659165999e-01,-1.498176175613544041e-02,-1.332103043684577381e-01
-4.561249777255359517e-01,8.117925619510815149e-01,2.643922592442021768e-01,1.507128126300551763e-01,-1.464794095743886422e-02,-1.322279784065062413e-01
-4.506222676051743758e-01,8.019140300490181783e-01,2.612297216277608136e-01,1.498425817450161346e-01,-1.432295849774265981e-02,-1.312378225206404236e-01
-4.451869264892697742e-01,7.921535985333135743e-01,2.581037643479365262e-01,1.489713131996361350e-01,-1.400654208858020770e-02,-1.302405152490178353e-01
-4.398180550832713753e-01,7.825099417690473125e-01,2.550140605196787869e-01,1.480991064825862291e-01,-1.369842821786102643e-02,-1.292367170956673361e-01
-4.345147724942826084e-01,7.729817452385898680e-01,2.519602780983818957e-01,1.472260701248268300e-01,-1.339836182898110351e-02,-1.282270703056845318e-01
-4.292762152871207326e-01,7.635677053945674198e-01,2.489420807090196863e-01,1.463523212164412335e-01,-1.310609601830455689e-02,-1.272121987064396831e-01
-4.241015366254094476e-01,7.542665295413019111e-01,2.459591283938760420e-01,1.454779849049933071e-01,-1.282139174942652747e-02,-1.261927076089491284e-01
-4.189899054887389895e-01,7.450769357406403781e-01,2.430110782873227682e-01,1.446031938814929252e-01,-1.254401758274752317e-02,-1.251691837640344085e-01
-4.139405059579263635e-01,7.359976527385954093e-01,2.400975852251412412e-01,1.437280878591562228e-01,-1.227374941902164597e-02,-1.241421953683139595e-01
-4.089525365613173036e-01,7.270274199096402601e-01,2.372183022950351827e-01,1.428528130493623427e-01,-1.201037025565649882e-02,-1.231122921154580718e-01
-4.040252096758524814e-01,7.181649872159037162e-01,2.343728813342459416e-01,1.419775216385488481e-01,-1.175366995465868328e-02,-1.220800052884833398e-01
-3.991577509773174826e-01,7.094091151788238792e-01,2.315609733795212510e-01,1.411023712691966692e-01,-1.150344502122883049e-02,-1.210458478891735246e-01
-3.943493989348149653e-01,7.007585748611271370e-01,2.287822290741151343e-01,1.402275245275677318e-01,-1.125949839210474770e-02,-1.200103148010071841e-01
-3.895994043450291544e-01,6.922121478572524911e-01,2.260362990359876811e-01,1.393531484404126053e-01,-1.102163923284763848e-02,-1.189738829822357402e-01
-3.849070299023473751e-01,6.837686262905670054e-01,2.233228341909237746e-01,1.384794139824910009e-01,-1.078968274334817824e-02,-1.179370116859897177e-01
-3.802715498013117812e-01,6.754268128159213180e-01,2.206414860738966921e-01,1.376064955964230452e-01,-1.056344997090493884e-02,-1.169001427045358449e-01
-3.756922493682606778e-01,6.671855206262738980e-01,2.179919071016506449e-01,1.367345707260937682e-01,-1.034276763029962597e-02,-1.158637006349932941e-01
-3.711684247193460795e-01,6.590435734622662745e-01,2.153737508191653771e-01,1.358638193645924641e-01,-1.012746793035298673e-02,-1.148280931640299624e-01
-3.666993824424122916e-01,6.509998056237773500e-01,2.127866721223981294e-01,1.349944236174456524e-01,-9.917388406504202766e-03,-1.137937113692294999e-01
-3.622844393004798214e-01,6.430530619826040351e-01,2.102303274594479743e-01,1.341265672817139321e-01,-9.712371759004221478e-03,-1.127609300349932120e-01
-3.579229219548126784e-01,6.352021979955339015e-01,2.077043750120781407e-01,1.332604354413572112e-01,-9.512265696361694653e-03,-1.117301079809967235e-01
-3.536141667057564053e-01,6.274460797171649284e-01,2.052084748593364094e-01,1.323962140791317965e-01,-9.316922783716815454e-03,-1.107015884013701351e-01
-3.493575192497130888e-01,6.197835838119268859e-01,2.027422891248455705e-01,1.315340897051571201e-01,-9.126200295858007475e-03,-1.096756992129062358e-01
-3.451523344507940738e-01,6.122135975648264061e-01,2.003054821091838633e-01,1.306742490021784719e-01,-8.939960074623888933e-03,-1.086527534107334103e-01
-3.409979761258249420e-01,6.047350188905212809e-01,1.978977204086403430e-01,1.298168784874667581e-01,-8.758068390464033431e-03,-1.076330494300082596e-01
-3.368938168415214207e-01,5.973467563403769276e-01,1.955186730215074387e-01,1.289621641912111483e-01,-8.580395807955948015e-03,-1.066168715122983446e-01
-3.328392377227632482e-01,5.900477291072305785e-01,1.931680114429683848e-01,1.281102913511912578e-01,-8.406817055096939620e-03,-1.056044900754325999e-01
-3.288336282710013769e-01,5.828368670276230512e-01,1.908454097495352886e-01,1.272614441234649341e-01,-8.237210896208907451e-03,-1.045961620856930285e-01
-3.248763861919294338e-01,5.757131105813166894e-01,1.885505446739140778e-01,1.264158053087485190e-01,-8.071460008311298617e-03,-1.035921314313188041e-01
-3.209669172316320651e-01,5.686754108879453762e-01,1.862830956710869457e-01,1.255735560941365070e-01,-7.909450860832643176e-03,-1.025926292963799807e-01
-3.171046350204984599e-01,5.617227297006864850e-01,1.840427449763372136e-01,1.247348758097659299e-01,-7.751073598541476616e-03,-1.015978745341602624e-01
-3.132889609242624496e-01,5.548540393968742768e-01,1.818291776558800255e-01,1.238999417000077319e-01,-7.596221927592583696e-03,-1.006080740392618772e-01
-3.095193239015823217e-01,5.480683229654964572e-01,1.796420816506984763e-01,1.230689287087443906e-01,-7.444793004590733072e-03,-9.962342311772222347e-02
-3.057951603676400398e-01,5.413645739915476929e-01,1.774811478141424537e-01,1.222420092782789958e-01,-7.296687328583480354e-03,-9.864410585449658042e-02
-3.021159140632778684e-01,5.347417966372296494e-01,1.753460699437930093e-01,1.214193531614039256e-01,-7.151808635904520831e-03,-9.767029547772163034e-02
-2.984810359292435766e-01,5.281990056200109862e-01,1.732365448080579184e-01,1.206011272461521427e-01,-7.010063797790641246e-03,-9.670215471923382378e-02
-2.948899839851529259e-01,5.217352261875708441e-01,1.711522721679250014e-01,1.197874953927525049e-01,-6.871362720704798574e-03,-9.573983617087593323e-02
-2.913422232128089484e-01,5.153494940896706789e-01,1.690929547942623679e-01,1.189786182822992477e-01,-6.735618249301390803e-03,-9.478348263616390157e-02
-2.878372254435624944e-01,5.090408555470072871e-01,1.670582984810273786e-01,1.181746532766553698e-01,-6.602746071971990482e-03,-9.383322747694584909e-02
